stn,time,fkl010z0,fkl010z1,dkl010z0,dkl010z1,fkl010z3
58,2019-06-15 11:00:00,1.9,4.0,103,10000000,3.6
77,2019-06-15 12:40:00,2.0,4.0,87,10000000,3.9
850,2019-06-15 03:10:00,2.0,4.0,172,10000000,3.8
58,2019-06-15 10:50:00,2.4,4.0,111,10000000,3.7
308,2019-06-15 11:50:00,1.6,4.0,344,10000000,3.8
849,2019-06-15 10:40:00,2.5,4.0,134,10000000,3.9
308,2019-06-15 11:00:00,1.9,4.0,84,10000000,3.8
762,2019-06-15 10:10:00,1.8,3.9,306,10000000,3.8
849,2019-06-15 04:10:00,2.9,3.9,242,10000000,3.9
849,2019-06-15 04:40:00,2.5,3.9,239,10000000,3.8
331,2019-06-15 09:40:00,2.9,3.9,119,10000000,3.8
268,2019-06-15 14:10:00,3.2,3.9,309,10000000,3.8
13,2019-06-15 09:50:00,1.4,3.9,221,10000000,3.8
268,2019-06-15 03:40:00,3.0,3.9,307,10000000,3.9
76,2019-06-15 09:50:00,2.9,3.9,140,10000000,3.8
76,2019-06-15 14:20:00,1.9,3.9,73,10000000,3.8
331,2019-06-15 05:40:00,2.4,3.9,247,10000000,3.8
308,2019-06-15 18:30:00,2.6,3.9,229,10000000,3.7
850,2019-06-15 07:50:00,2.2,3.9,250,10000000,3.8
32,2019-06-15 03:00:00,2.8,3.9,247,10000000,3.8
850,2019-06-15 05:10:00,2.6,3.9,223,10000000,3.8
762,2019-06-15 12:20:00,2.2,3.9,340,10000000,3.7
309,2019-06-15 09:10:00,2.6,3.9,220,10000000,3.8
850,2019-06-15 02:20:00,2.7,3.9,153,10000000,3.8
37,2019-06-15 17:30:00,2.3,3.9,292,10000000,3.8
849,2019-06-15 09:20:00,2.0,3.9,238,10000000,3.8
849,2019-06-15 12:10:00,2.4,3.9,121,10000000,3.9
849,2019-06-15 07:50:00,2.5,3.9,290,10000000,3.8
77,2019-06-15 21:00:00,1.2,3.9,169,10000000,3.7
308,2019-06-15 03:50:00,2.2,3.9,221,10000000,3.8
309,2019-06-15 03:30:00,2.4,3.9,238,10000000,3.8
331,2019-06-15 04:30:00,2.5,3.9,242,10000000,3.8
32,2019-06-15 09:40:00,2.4,3.9,311,10000000,3.8
32,2019-06-15 08:10:00,2.5,3.9,213,10000000,3.8
77,2019-06-15 03:30:00,1.6,3.9,200,10000000,3.8
850,2019-06-15 08:10:00,2.0,3.9,262,10000000,3.8
37,2019-06-15 07:00:00,2.3,3.9,333,10000000,3.8
37,2019-06-15 05:50:00,2.2,3.9,6,10000000,3.9
850,2019-06-15 09:30:00,2.3,3.9,284,10000000,3.8
762,2019-06-15 18:50:00,2.5,3.9,230,10000000,3.8
850,2019-06-15 06:30:00,2.2,3.9,187,10000000,3.8
762,2019-06-15 21:50:00,2.1,3.9,162,10000000,3.7
13,2019-06-15 15:20:00,1.3,3.9,121,10000000,3.8
308,2019-06-15 11:10:00,2.0,3.9,35,10000000,3.8
308,2019-06-15 12:20:00,1.9,3.9,47,10000000,3.7
308,2019-06-15 11:20:00,2.0,3.9,8,10000000,3.8
308,2019-06-15 08:00:00,2.6,3.9,207,10000000,3.8
61,2019-06-15 02:40:00,2.0,3.9,301,10000000,3.8
58,2019-06-15 08:10:00,1.7,3.9,182,10000000,3.7
205,2019-06-15 12:00:00,2.5,3.9,251,10000000,3.8
61,2019-06-15 03:30:00,2.3,3.8,11,10000000,3.8
309,2019-06-15 17:30:00,1.9,3.8,26,10000000,3.7
268,2019-06-15 22:40:00,2.5,3.8,140,10000000,3.8
309,2019-06-15 02:40:00,2.3,3.8,214,10000000,3.7
521,2019-06-15 23:10:00,2.4,3.8,10,10000000,3.6
205,2019-06-15 05:10:00,1.9,3.8,275,10000000,3.4
762,2019-06-15 17:50:00,1.6,3.8,129,10000000,3.5
850,2019-06-15 09:50:00,2.1,3.8,318,10000000,3.7
77,2019-06-15 12:10:00,1.8,3.8,27,10000000,3.7
77,2019-06-15 07:10:00,1.8,3.8,253,10000000,3.7
849,2019-06-15 18:00:00,2.0,3.8,213,10000000,3.7
77,2019-06-15 12:30:00,1.7,3.8,43,10000000,3.6
37,2019-06-15 07:10:00,2.3,3.8,345,10000000,3.7
850,2019-06-15 06:50:00,2.8,3.8,164,10000000,3.7
308,2019-06-15 08:30:00,2.3,3.8,177,10000000,3.3
268,2019-06-15 22:50:00,2.4,3.8,147,10000000,3.7
76,2019-06-15 08:20:00,2.2,3.8,163,10000000,3.7
77,2019-06-15 23:10:00,1.4,3.8,323,10000000,3.6
521,2019-06-15 08:30:00,2.3,3.8,202,10000000,3.6
76,2019-06-15 10:10:00,2.6,3.8,113,10000000,3.7
32,2019-06-15 18:20:00,2.2,3.8,195,10000000,3.7
331,2019-06-15 17:20:00,2.3,3.8,337,10000000,3.7
61,2019-06-15 09:40:00,1.7,3.8,205,10000000,3.7
521,2019-06-15 03:30:00,2.4,3.8,62,10000000,3.6
58,2019-06-15 17:20:00,2.0,3.8,234,10000000,3.7
521,2019-06-15 10:20:00,2.4,3.8,45,10000000,3.6
331,2019-06-15 08:30:00,2.5,3.8,183,10000000,3.7
268,2019-06-15 11:00:00,2.3,3.8,32,10000000,3.7
58,2019-06-15 01:10:00,1.8,3.8,192,10000000,3.7
849,2019-06-15 04:20:00,2.5,3.8,225,10000000,3.8
38,2019-06-15 12:30:00,1.7,3.8,46,10000000,3.4
205,2019-06-15 06:30:00,1.6,3.8,272,10000000,3.4
748,2019-06-15 07:30:00,1.6,3.8,236,10000000,3.6
849,2019-06-15 03:00:00,2.1,3.8,177,10000000,3.7
268,2019-06-15 10:40:00,2.8,3.8,301,10000000,3.8
762,2019-06-15 09:30:00,2.5,3.8,268,10000000,3.7
205,2019-06-15 07:40:00,1.6,3.8,275,10000000,3.6
205,2019-06-15 06:50:00,1.8,3.8,151,10000000,3.7
32,2019-06-15 13:00:00,1.9,3.8,50,10000000,3.7
308,2019-06-15 23:30:00,2.3,3.8,166,10000000,3.8
849,2019-06-15 08:00:00,2.5,3.8,262,10000000,3.7
309,2019-06-15 03:20:00,2.4,3.8,229,10000000,3.7
849,2019-06-15 08:50:00,2.2,3.8,236,10000000,3.7
31,2019-06-15 12:00:00,2.3,3.8,347,10000000,3.7
849,2019-06-15 12:50:00,2.2,3.8,31,10000000,3.6
849,2019-06-15 09:30:00,1.9,3.8,207,10000000,3.7
32,2019-06-15 13:20:00,2.2,3.8,349,10000000,3.8
76,2019-06-15 08:30:00,2.5,3.8,172,10000000,3.7
77,2019-06-15 06:50:00,1.8,3.7,256,10000000,3.6
77,2019-06-15 05:00:00,1.5,3.7,294,10000000,3.6
308,2019-06-15 08:20:00,2.5,3.7,183,10000000,3.6
850,2019-06-15 12:00:00,2.0,3.7,332,10000000,3.5
748,2019-06-15 08:30:00,1.7,3.7,303,10000000,3.4
748,2019-06-15 08:40:00,1.8,3.7,289,10000000,3.6
850,2019-06-15 08:30:00,2.2,3.7,257,10000000,3.7
309,2019-06-15 11:00:00,2.1,3.7,330,10000000,3.6
61,2019-06-15 17:50:00,2.2,3.7,18,10000000,3.4
13,2019-06-15 17:40:00,2.3,3.7,18,10000000,3.6
521,2019-06-15 23:30:00,2.7,3.7,31,10000000,3.6
521,2019-06-15 23:40:00,2.6,3.7,20,10000000,3.5
850,2019-06-15 11:30:00,2.1,3.7,8,10000000,3.6
77,2019-06-15 05:10:00,1.6,3.7,322,10000000,3.5
762,2019-06-15 22:00:00,2.0,3.7,172,10000000,3.4
268,2019-06-15 12:00:00,2.7,3.7,19,10000000,3.6
32,2019-06-15 10:50:00,2.4,3.7,351,10000000,3.7
58,2019-06-15 02:20:00,2.2,3.7,229,10000000,3.6
331,2019-06-15 08:40:00,2.3,3.7,168,10000000,3.5
76,2019-06-15 18:40:00,2.8,3.7,320,10000000,3.7
762,2019-06-15 10:20:00,2.1,3.7,308,10000000,3.5
331,2019-06-15 04:40:00,2.5,3.7,249,10000000,3.5
849,2019-06-15 13:00:00,2.0,3.7,35,10000000,3.6
748,2019-06-15 19:00:00,1.8,3.7,240,10000000,3.4
268,2019-06-15 03:30:00,2.4,3.7,334,10000000,3.6
38,2019-06-15 11:10:00,1.8,3.7,264,10000000,3.6
77,2019-06-15 18:20:00,1.3,3.7,314,10000000,3.6
748,2019-06-15 05:50:00,1.7,3.7,278,10000000,3.5
762,2019-06-15 09:50:00,2.2,3.7,310,10000000,3.7
38,2019-06-15 09:10:00,1.5,3.7,240,10000000,3.4
32,2019-06-15 22:50:00,2.6,3.7,192,10000000,3.6
309,2019-06-15 17:10:00,1.8,3.6,239,10000000,3.4
268,2019-06-15 14:00:00,2.8,3.6,289,10000000,3.5
521,2019-06-15 01:00:00,1.2,3.6,188,10000000,3.3
61,2019-06-15 12:40:00,1.9,3.6,218,10000000,3.6
77,2019-06-15 18:40:00,1.8,3.6,198,10000000,3.4
268,2019-06-15 06:00:00,3.1,3.6,296,10000000,3.6
32,2019-06-15 19:00:00,2.2,3.6,207,10000000,3.5
32,2019-06-15 11:40:00,1.6,3.6,342,10000000,3.6
58,2019-06-15 10:40:00,2.4,3.6,125,10000000,3.5
521,2019-06-15 07:50:00,2.2,3.6,221,10000000,3.4
13,2019-06-15 16:50:00,1.9,3.6,228,10000000,3.5
850,2019-06-15 09:10:00,2.3,3.6,286,10000000,3.5
850,2019-06-15 18:00:00,2.5,3.6,110,10000000,3.5
850,2019-06-15 07:00:00,2.4,3.6,177,10000000,3.6
61,2019-06-15 12:30:00,1.5,3.6,214,10000000,3.5
308,2019-06-15 23:50:00,2.2,3.6,152,10000000,3.5
38,2019-06-15 12:10:00,1.2,3.6,57,10000000,3.4
38,2019-06-15 12:00:00,1.6,3.6,5,10000000,3.3
309,2019-06-15 09:00:00,1.8,3.6,218,10000000,3.4
748,2019-06-15 06:20:00,2.0,3.6,239,10000000,3.5
521,2019-06-15 04:10:00,1.2,3.6,72,10000000,3.4
32,2019-06-15 23:30:00,2.1,3.6,188,10000000,3.5
76,2019-06-15 09:40:00,2.8,3.6,143,10000000,3.5
331,2019-06-15 11:40:00,2.3,3.6,157,10000000,3.5
32,2019-06-15 22:40:00,2.3,3.6,208,10000000,3.5
331,2019-06-15 04:20:00,2.1,3.6,233,10000000,3.4
331,2019-06-15 04:10:00,2.5,3.6,241,10000000,3.5
521,2019-06-15 13:40:00,1.9,3.6,27,10000000,3.6
521,2019-06-15 16:50:00,1.8,3.6,219,10000000,3.3
850,2019-06-15 01:50:00,2.1,3.6,221,10000000,3.5
762,2019-06-15 11:10:00,2.3,3.6,333,10000000,3.3
61,2019-06-15 18:00:00,1.8,3.6,26,10000000,3.4
31,2019-06-15 07:30:00,2.5,3.6,161,10000000,3.5
850,2019-06-15 06:00:00,2.5,3.6,210,10000000,3.6
77,2019-06-15 08:30:00,1.5,3.6,249,10000000,3.5
77,2019-06-15 08:40:00,2.0,3.6,222,10000000,3.5
37,2019-06-15 08:20:00,1.8,3.6,15,10000000,3.5
521,2019-06-15 23:50:00,2.4,3.6,23,10000000,3.5
58,2019-06-15 07:30:00,1.8,3.6,277,10000000,3.3
61,2019-06-15 17:00:00,2.0,3.6,337,10000000,3.6
849,2019-06-15 04:50:00,2.7,3.6,244,10000000,3.6
77,2019-06-15 20:40:00,1.5,3.5,359,10000000,3.3
77,2019-06-15 23:30:00,1.5,3.5,264,10000000,3.4
331,2019-06-15 12:40:00,2.0,3.5,138,10000000,3.4
308,2019-06-15 17:50:00,1.9,3.5,115,10000000,3.4
268,2019-06-15 08:10:00,3.0,3.5,295,10000000,3.4
268,2019-06-15 10:50:00,2.2,3.5,352,10000000,3.4
850,2019-06-15 09:40:00,2.2,3.5,320,10000000,3.4
61,2019-06-15 16:50:00,1.5,3.5,303,10000000,3.4
762,2019-06-15 20:30:00,2.0,3.5,214,10000000,3.2
309,2019-06-15 10:10:00,1.9,3.5,319,10000000,3.3
850,2019-06-15 03:40:00,2.1,3.5,191,10000000,3.4
31,2019-06-15 07:00:00,2.3,3.5,222,10000000,3.4
850,2019-06-15 10:10:00,2.3,3.5,347,10000000,3.4
61,2019-06-15 18:20:00,1.5,3.5,260,10000000,3.3
849,2019-06-15 13:20:00,2.2,3.5,48,10000000,3.4
308,2019-06-15 10:30:00,2.2,3.5,43,10000000,3.4
521,2019-06-15 23:20:00,2.2,3.5,32,10000000,3.3
61,2019-06-15 14:40:00,1.4,3.5,23,10000000,3.4
13,2019-06-15 14:50:00,2.0,3.5,170,10000000,3.5
309,2019-06-15 10:40:00,2.0,3.5,11,10000000,3.3
309,2019-06-15 06:50:00,2.3,3.5,236,10000000,3.3
268,2019-06-15 11:10:00,2.2,3.5,32,10000000,3.5
32,2019-06-15 22:10:00,2.3,3.5,180,10000000,3.5
205,2019-06-15 20:00:00,2.4,3.5,320,10000000,3.2
268,2019-06-15 05:50:00,2.8,3.5,301,10000000,3.4
268,2019-06-15 06:40:00,2.2,3.5,296,10000000,3.4
76,2019-06-15 09:10:00,1.8,3.5,216,10000000,3.4
32,2019-06-15 12:00:00,1.7,3.5,19,10000000,3.5
521,2019-06-15 09:50:00,2.0,3.5,52,10000000,3.3
521,2019-06-15 08:40:00,2.4,3.5,181,10000000,3.3
309,2019-06-15 04:10:00,1.9,3.5,270,10000000,3.1
748,2019-06-15 21:00:00,1.8,3.5,226,10000000,3.3
32,2019-06-15 07:40:00,2.5,3.5,196,10000000,3.5
205,2019-06-15 06:40:00,1.5,3.5,4,10000000,3.0
849,2019-06-15 04:00:00,2.5,3.5,243,10000000,3.4
268,2019-06-15 01:00:00,2.7,3.5,164,10000000,3.5
762,2019-06-15 01:50:00,2.5,3.5,224,10000000,3.4
38,2019-06-15 12:50:00,1.7,3.5,37,10000000,3.3
309,2019-06-15 04:50:00,1.9,3.5,228,10000000,3.4
849,2019-06-15 07:40:00,2.2,3.5,281,10000000,3.5
521,2019-06-15 19:20:00,2.5,3.5,349,10000000,3.4
850,2019-06-15 02:10:00,2.1,3.5,166,10000000,3.4
521,2019-06-15 19:00:00,2.3,3.5,3,10000000,3.4
849,2019-06-15 17:50:00,1.8,3.5,197,10000000,3.5
849,2019-06-15 12:00:00,2.2,3.5,131,10000000,3.4
31,2019-06-15 12:20:00,1.9,3.5,7,10000000,3.4
850,2019-06-15 08:40:00,1.9,3.4,236,10000000,3.3
850,2019-06-15 11:50:00,1.7,3.4,6,10000000,3.3
268,2019-06-15 23:50:00,2.3,3.4,155,10000000,3.4
762,2019-06-15 23:00:00,2.6,3.4,177,10000000,3.3
762,2019-06-15 23:20:00,2.4,3.4,180,10000000,3.1
849,2019-06-15 18:20:00,2.2,3.4,228,10000000,3.4
61,2019-06-15 05:20:00,1.5,3.4,339,10000000,3.2
13,2019-06-15 17:30:00,1.5,3.4,336,10000000,3.3
850,2019-06-15 03:50:00,2.5,3.4,232,10000000,3.3
309,2019-06-15 02:50:00,2.3,3.4,221,10000000,3.2
762,2019-06-15 11:40:00,1.7,3.4,335,10000000,3.3
268,2019-06-15 23:40:00,2.4,3.4,146,10000000,3.3
268,2019-06-15 23:00:00,2.5,3.4,142,10000000,3.4
762,2019-06-15 11:50:00,1.9,3.4,342,10000000,3.3
762,2019-06-15 21:10:00,1.9,3.4,228,10000000,3.3
850,2019-06-15 03:30:00,2.5,3.4,180,10000000,3.3
521,2019-06-15 13:30:00,1.3,3.4,202,10000000,3.3
521,2019-06-15 18:50:00,2.2,3.4,353,10000000,3.4
748,2019-06-15 09:00:00,1.2,3.4,12,10000000,3.3
309,2019-06-15 08:20:00,2.1,3.4,202,10000000,3.3
31,2019-06-15 12:10:00,1.9,3.4,53,10000000,3.4
748,2019-06-15 08:20:00,1.4,3.4,76,10000000,3.1
309,2019-06-15 04:30:00,1.4,3.4,255,10000000,3.2
309,2019-06-15 04:00:00,2.0,3.4,221,10000000,3.3
849,2019-06-15 05:30:00,2.1,3.4,220,10000000,3.3
849,2019-06-15 05:10:00,2.1,3.4,237,10000000,3.2
61,2019-06-15 10:00:00,2.0,3.4,206,10000000,3.3
268,2019-06-15 08:50:00,2.9,3.4,268,10000000,3.4
76,2019-06-15 09:20:00,2.7,3.4,154,10000000,3.4
76,2019-06-15 03:50:00,2.1,3.4,254,10000000,3.4
331,2019-06-15 17:30:00,1.4,3.4,159,10000000,3.3
76,2019-06-15 09:30:00,2.3,3.4,152,10000000,3.3
77,2019-06-15 23:00:00,2.2,3.4,187,10000000,3.3
331,2019-06-15 08:50:00,2.1,3.4,180,10000000,3.3
205,2019-06-15 18:30:00,1.2,3.4,107,10000000,3.2
309,2019-06-15 16:50:00,1.8,3.4,224,10000000,3.2
205,2019-06-15 18:20:00,1.2,3.4,21,10000000,3.2
61,2019-06-15 03:10:00,1.8,3.4,319,10000000,3.3
13,2019-06-15 03:50:00,1.7,3.4,165,10000000,3.4
521,2019-06-15 01:10:00,1.9,3.4,183,10000000,3.2
309,2019-06-15 17:00:00,2.1,3.3,214,10000000,3.2
309,2019-06-15 11:30:00,1.3,3.3,334,10000000,3.3
205,2019-06-15 20:10:00,2.0,3.3,318,10000000,3.1
32,2019-06-15 07:00:00,2.0,3.3,226,10000000,3.2
849,2019-06-15 07:20:00,2.1,3.3,215,10000000,3.2
268,2019-06-15 10:00:00,2.9,3.3,303,10000000,3.1
32,2019-06-15 23:10:00,2.3,3.3,209,10000000,3.2
32,2019-06-15 23:00:00,2.4,3.3,201,10000000,3.2
32,2019-06-15 21:50:00,2.7,3.3,208,10000000,3.3
32,2019-06-15 21:40:00,2.0,3.3,214,10000000,3.2
268,2019-06-15 10:10:00,3.0,3.3,293,10000000,3.3
331,2019-06-15 05:30:00,2.1,3.3,213,10000000,3.3
331,2019-06-15 06:30:00,2.2,3.3,261,10000000,3.2
331,2019-06-15 07:00:00,1.9,3.3,245,10000000,3.2
748,2019-06-15 23:00:00,2.1,3.3,214,10000000,3.2
748,2019-06-15 03:50:00,1.4,3.3,155,10000000,3.3
521,2019-06-15 19:10:00,2.4,3.3,351,10000000,3.2
205,2019-06-15 11:20:00,2.1,3.3,245,10000000,3.2
76,2019-06-15 10:20:00,2.0,3.3,137,10000000,3.2
308,2019-06-15 05:10:00,2.3,3.3,198,10000000,3.2
76,2019-06-15 18:30:00,2.2,3.3,289,10000000,3.3
521,2019-06-15 07:40:00,1.9,3.3,216,10000000,3.2
76,2019-06-15 18:20:00,2.1,3.3,249,10000000,3.3
58,2019-06-15 08:40:00,1.4,3.3,281,10000000,3.1
76,2019-06-15 16:40:00,2.1,3.3,270,10000000,3.2
849,2019-06-15 11:10:00,2.1,3.3,122,10000000,3.2
32,2019-06-15 09:30:00,1.6,3.3,281,10000000,3.1
849,2019-06-15 06:40:00,2.4,3.3,208,10000000,3.3
309,2019-06-15 06:20:00,1.6,3.3,216,10000000,3.2
309,2019-06-15 03:10:00,2.1,3.3,227,10000000,3.1
850,2019-06-15 08:50:00,1.8,3.3,255,10000000,3.2
762,2019-06-15 10:40:00,1.9,3.3,12,10000000,3.2
850,2019-06-15 17:20:00,2.0,3.3,198,10000000,3.2
849,2019-06-15 18:10:00,1.9,3.3,204,10000000,3.2
77,2019-06-15 06:40:00,1.9,3.3,251,10000000,3.1
762,2019-06-15 23:10:00,2.4,3.3,179,10000000,3.3
77,2019-06-15 05:30:00,1.3,3.3,324,10000000,3.2
762,2019-06-15 22:50:00,2.5,3.3,179,10000000,3.3
309,2019-06-15 07:00:00,1.8,3.3,256,10000000,3.2
309,2019-06-15 06:30:00,2.2,3.3,238,10000000,3.2
521,2019-06-15 22:40:00,2.5,3.3,25,10000000,3.1
521,2019-06-15 23:00:00,2.5,3.3,9,10000000,3.2
748,2019-06-15 21:10:00,2.1,3.3,218,10000000,3.0
77,2019-06-15 10:50:00,0.8,3.3,0,10000000,3.2
77,2019-06-15 12:00:00,1.5,3.3,15,10000000,3.1
77,2019-06-15 10:20:00,1.4,3.3,128,10000000,3.1
76,2019-06-15 04:00:00,2.1,3.3,255,10000000,3.2
61,2019-06-15 13:20:00,1.8,3.3,235,10000000,3.0
77,2019-06-15 18:50:00,1.9,3.3,203,10000000,3.2
748,2019-06-15 06:00:00,1.8,3.3,259,10000000,3.1
38,2019-06-15 13:00:00,1.4,3.3,46,10000000,2.9
61,2019-06-15 12:20:00,1.6,3.3,178,10000000,3.2
38,2019-06-15 10:40:00,1.6,3.3,286,10000000,3.0
61,2019-06-15 09:00:00,1.1,3.3,272,10000000,3.2
205,2019-06-15 18:00:00,1.9,3.3,348,10000000,3.2
76,2019-06-15 10:40:00,0.6,3.3,150,10000000,3.2
521,2019-06-15 10:00:00,1.7,3.3,28,10000000,3.3
76,2019-06-15 17:50:00,2.1,3.3,232,10000000,3.2
308,2019-06-15 18:50:00,2.1,3.2,218,10000000,3.0
331,2019-06-15 12:00:00,1.9,3.2,149,10000000,3.0
61,2019-06-15 02:20:00,1.6,3.2,341,10000000,3.1
308,2019-06-15 13:20:00,1.5,3.2,61,10000000,2.7
13,2019-06-15 06:50:00,1.3,3.2,195,10000000,3.1
205,2019-06-15 17:40:00,1.2,3.2,65,10000000,2.9
61,2019-06-15 08:30:00,1.7,3.2,218,10000000,3.1
13,2019-06-15 16:30:00,1.7,3.2,256,10000000,3.1
521,2019-06-15 22:30:00,2.3,3.2,46,10000000,3.0
331,2019-06-15 09:10:00,2.0,3.2,132,10000000,3.1
331,2019-06-15 09:50:00,2.2,3.2,118,10000000,3.1
762,2019-06-15 21:20:00,2.2,3.2,200,10000000,3.1
850,2019-06-15 10:00:00,1.7,3.2,304,10000000,3.2
762,2019-06-15 22:40:00,2.4,3.2,176,10000000,3.1
268,2019-06-15 12:10:00,2.6,3.2,20,10000000,3.1
268,2019-06-15 09:50:00,2.9,3.2,312,10000000,3.1
849,2019-06-15 07:10:00,2.0,3.2,182,10000000,3.1
268,2019-06-15 09:40:00,2.9,3.2,308,10000000,3.2
268,2019-06-15 19:40:00,2.2,3.2,276,10000000,3.2
308,2019-06-15 18:00:00,1.7,3.2,277,10000000,3.1
849,2019-06-15 05:20:00,2.0,3.2,223,10000000,3.2
268,2019-06-15 08:00:00,1.4,3.2,325,10000000,3.2
32,2019-06-15 04:40:00,2.1,3.2,209,10000000,3.2
268,2019-06-15 22:30:00,2.3,3.2,145,10000000,3.1
32,2019-06-15 19:10:00,1.5,3.2,231,10000000,3.1
61,2019-06-15 10:10:00,1.8,3.2,213,10000000,2.9
61,2019-06-15 09:50:00,1.8,3.2,188,10000000,3.0
521,2019-06-15 01:20:00,1.6,3.2,196,10000000,3.1
748,2019-06-15 23:10:00,1.9,3.2,222,10000000,3.0
268,2019-06-15 19:10:00,1.8,3.2,308,10000000,3.2
850,2019-06-15 17:50:00,2.1,3.2,116,10000000,3.2
850,2019-06-15 18:10:00,2.3,3.2,111,10000000,3.1
850,2019-06-15 08:20:00,1.6,3.2,255,10000000,3.1
61,2019-06-15 13:40:00,1.7,3.2,175,10000000,3.0
521,2019-06-15 17:00:00,1.8,3.2,209,10000000,3.1
309,2019-06-15 08:00:00,1.7,3.2,268,10000000,3.1
268,2019-06-15 05:30:00,2.4,3.2,280,10000000,3.2
762,2019-06-15 01:40:00,2.2,3.2,252,10000000,3.1
331,2019-06-15 08:20:00,1.8,3.1,186,10000000,3.0
309,2019-06-15 17:20:00,1.5,3.1,253,10000000,3.0
61,2019-06-15 02:00:00,1.7,3.1,307,10000000,3.0
331,2019-06-15 11:50:00,1.9,3.1,153,10000000,3.1
331,2019-06-15 12:20:00,1.8,3.1,147,10000000,2.9
268,2019-06-15 05:40:00,2.4,3.1,279,10000000,3.1
331,2019-06-15 06:20:00,1.9,3.1,245,10000000,3.0
32,2019-06-15 03:50:00,1.9,3.1,154,10000000,3.1
268,2019-06-15 23:10:00,2.3,3.1,157,10000000,3.0
762,2019-06-15 12:00:00,1.5,3.1,307,10000000,3.0
32,2019-06-15 11:30:00,1.9,3.1,309,10000000,3.0
268,2019-06-15 08:30:00,2.6,3.1,309,10000000,3.0
32,2019-06-15 08:50:00,1.8,3.1,223,10000000,3.1
849,2019-06-15 17:40:00,1.9,3.1,201,10000000,3.0
37,2019-06-15 05:40:00,2.1,3.1,360,10000000,3.1
37,2019-06-15 07:30:00,1.9,3.1,31,10000000,3.0
762,2019-06-15 21:30:00,2.1,3.1,201,10000000,3.0
850,2019-06-15 09:00:00,1.9,3.1,273,10000000,3.0
762,2019-06-15 23:30:00,2.3,3.1,181,10000000,3.0
762,2019-06-15 23:50:00,2.0,3.1,170,10000000,2.9
762,2019-06-15 19:20:00,1.8,3.1,220,10000000,3.0
849,2019-06-15 18:30:00,2.1,3.1,246,10000000,3.1
309,2019-06-15 07:40:00,1.9,3.1,155,10000000,3.0
850,2019-06-15 07:10:00,2.3,3.1,167,10000000,3.0
77,2019-06-15 09:30:00,1.5,3.1,13,10000000,3.0
521,2019-06-15 22:20:00,1.6,3.1,11,10000000,2.7
748,2019-06-15 22:50:00,2.2,3.1,199,10000000,2.9
850,2019-06-15 07:40:00,1.7,3.1,244,10000000,3.0
77,2019-06-15 10:40:00,1.5,3.1,322,10000000,3.0
850,2019-06-15 02:00:00,2.2,3.1,173,10000000,3.0
38,2019-06-15 10:10:00,1.2,3.1,281,10000000,2.8
38,2019-06-15 10:30:00,1.2,3.1,34,10000000,3.0
77,2019-06-15 16:30:00,0.9,3.1,147,10000000,2.9
38,2019-06-15 12:20:00,1.2,3.1,211,10000000,2.9
205,2019-06-15 08:50:00,1.5,3.1,176,10000000,3.1
61,2019-06-15 11:40:00,1.1,3.1,195,10000000,3.0
61,2019-06-15 12:00:00,1.8,3.1,182,10000000,3.0
61,2019-06-15 09:10:00,1.4,3.1,221,10000000,3.0
521,2019-06-15 07:30:00,1.7,3.1,212,10000000,3.1
521,2019-06-15 03:50:00,2.0,3.1,11,10000000,3.0
521,2019-06-15 04:00:00,1.9,3.1,22,10000000,3.0
58,2019-06-15 08:50:00,1.1,3.1,288,10000000,3.0
61,2019-06-15 08:50:00,1.6,3.1,231,10000000,3.0
61,2019-06-15 05:30:00,1.1,3.1,339,10000000,2.9
61,2019-06-15 03:00:00,1.7,3.1,323,10000000,2.9
13,2019-06-15 00:20:00,1.2,3.1,43,10000000,3.0
77,2019-06-15 19:20:00,1.7,3.0,237,10000000,3.0
76,2019-06-15 08:00:00,1.7,3.0,317,10000000,3.0
38,2019-06-15 11:30:00,0.9,3.0,235,10000000,2.8
205,2019-06-15 19:00:00,2.0,3.0,284,10000000,2.8
38,2019-06-15 13:10:00,1.3,3.0,53,10000000,2.9
77,2019-06-15 18:30:00,1.4,3.0,216,10000000,2.9
38,2019-06-15 11:20:00,1.2,3.0,279,10000000,2.8
762,2019-06-15 22:10:00,2.0,3.0,175,10000000,2.9
850,2019-06-15 05:30:00,2.0,3.0,213,10000000,2.9
37,2019-06-15 05:30:00,1.6,3.0,352,10000000,3.0
762,2019-06-15 23:40:00,2.1,3.0,177,10000000,2.9
850,2019-06-15 07:20:00,2.1,3.0,196,10000000,2.9
205,2019-06-15 12:40:00,1.6,3.0,199,10000000,2.8
61,2019-06-15 04:50:00,1.0,3.0,309,10000000,2.9
762,2019-06-15 22:30:00,2.0,3.0,180,10000000,2.9
77,2019-06-15 11:00:00,1.3,3.0,32,10000000,2.9
205,2019-06-15 22:00:00,1.9,3.0,348,10000000,2.9
521,2019-06-15 19:30:00,2.2,3.0,57,10000000,2.9
77,2019-06-15 11:50:00,1.4,3.0,97,10000000,2.8
748,2019-06-15 08:10:00,1.6,3.0,122,10000000,2.9
38,2019-06-15 10:50:00,2.0,3.0,275,10000000,2.9
521,2019-06-15 21:20:00,2.3,3.0,58,10000000,2.9
521,2019-06-15 17:10:00,1.5,3.0,205,10000000,2.9
76,2019-06-15 12:00:00,1.2,3.0,131,10000000,2.9
850,2019-06-15 17:30:00,2.0,3.0,139,10000000,2.9
