stn,time,fkl010z0,fkl010z1,dkl010z0,dkl010z1,fkl010z3
58,2019-06-15 10:00:00,2.8,5.2,108,10000000,4.9
38,2019-06-15 09:50:00,2.9,5.2,283,10000000,5.1
521,2019-06-15 14:00:00,3.4,5.2,22,10000000,5.1
268,2019-06-15 04:40:00,3.8,5.2,303,10000000,5.1
331,2019-06-15 03:20:00,3.5,5.2,249,10000000,5.1
13,2019-06-15 13:20:00,3.2,5.2,229,10000000,5.1
748,2019-06-15 11:20:00,3.3,5.2,31,10000000,5.0
762,2019-06-15 09:20:00,3.1,5.2,256,10000000,5.0
37,2019-06-15 13:20:00,3.1,5.2,333,10000000,5.1
32,2019-06-15 05:10:00,3.2,5.2,201,10000000,5.0
309,2019-06-15 09:40:00,2.1,5.1,279,10000000,4.8
13,2019-06-15 00:40:00,1.3,5.1,305,10000000,5.0
850,2019-06-15 04:40:00,3.5,5.1,195,10000000,5.0
850,2019-06-15 17:40:00,3.1,5.1,106,10000000,5.0
205,2019-06-15 03:50:00,2.3,5.1,264,10000000,5.0
205,2019-06-15 19:20:00,3.1,5.1,283,10000000,5.0
31,2019-06-15 11:10:00,3.3,5.1,331,10000000,5.0
31,2019-06-15 10:40:00,3.1,5.1,291,10000000,4.8
308,2019-06-15 12:00:00,3.5,5.1,57,10000000,5.1
762,2019-06-15 03:40:00,3.2,5.1,188,10000000,4.9
762,2019-06-15 13:10:00,3.2,5.1,45,10000000,5.0
849,2019-06-15 13:40:00,2.9,5.1,60,10000000,4.9
61,2019-06-15 15:10:00,2.3,5.1,349,10000000,4.8
58,2019-06-15 18:00:00,3.3,5.1,269,10000000,4.9
38,2019-06-15 09:00:00,2.9,5.1,258,10000000,5.0
331,2019-06-15 02:40:00,3.6,5.1,237,10000000,5.0
205,2019-06-15 08:20:00,3.7,5.1,265,10000000,4.8
205,2019-06-15 08:40:00,2.8,5.1,254,10000000,5.1
308,2019-06-15 13:40:00,2.3,5.1,66,10000000,4.9
32,2019-06-15 14:50:00,3.0,5.1,37,10000000,5.0
58,2019-06-15 09:40:00,3.4,5.1,76,10000000,4.8
76,2019-06-15 13:30:00,3.3,5.1,88,10000000,5.0
331,2019-06-15 03:30:00,3.7,5.1,258,10000000,5.0
38,2019-06-15 22:30:00,3.5,5.1,243,10000000,4.8
77,2019-06-15 06:10:00,2.1,5.1,264,10000000,4.9
521,2019-06-15 17:30:00,2.2,5.1,204,10000000,5.0
308,2019-06-15 18:20:00,2.9,5.1,216,10000000,4.8
76,2019-06-15 17:10:00,2.5,5.1,360,10000000,5.0
205,2019-06-15 05:30:00,3.8,5.1,270,10000000,4.9
58,2019-06-15 11:30:00,2.9,5.0,63,10000000,4.9
58,2019-06-15 16:40:00,2.0,5.0,233,10000000,4.5
205,2019-06-15 06:10:00,3.6,5.0,272,10000000,4.9
32,2019-06-15 11:00:00,3.0,5.0,4,10000000,4.9
32,2019-06-15 10:40:00,2.8,5.0,335,10000000,4.9
521,2019-06-15 13:50:00,1.8,5.0,15,10000000,4.6
37,2019-06-15 03:40:00,2.7,5.0,311,10000000,4.9
37,2019-06-15 03:50:00,3.4,5.0,360,10000000,4.9
13,2019-06-15 14:30:00,2.4,5.0,231,10000000,4.9
32,2019-06-15 16:30:00,1.6,5.0,233,10000000,4.9
32,2019-06-15 18:30:00,2.9,5.0,209,10000000,4.9
58,2019-06-15 09:30:00,2.7,5.0,96,10000000,4.8
32,2019-06-15 13:50:00,2.6,5.0,29,10000000,4.9
77,2019-06-15 09:10:00,1.5,5.0,262,10000000,4.9
58,2019-06-15 01:30:00,3.6,5.0,199,10000000,4.8
77,2019-06-15 06:00:00,1.5,5.0,281,10000000,4.8
521,2019-06-15 16:40:00,3.0,5.0,205,10000000,4.8
38,2019-06-15 23:30:00,3.0,5.0,254,10000000,4.6
38,2019-06-15 22:50:00,3.3,5.0,244,10000000,4.6
31,2019-06-15 07:20:00,3.3,5.0,160,10000000,4.9
37,2019-06-15 13:10:00,2.6,5.0,334,10000000,4.9
31,2019-06-15 11:40:00,3.5,5.0,340,10000000,4.9
37,2019-06-15 06:10:00,3.0,5.0,335,10000000,4.9
61,2019-06-15 01:30:00,2.2,5.0,271,10000000,4.8
309,2019-06-15 01:40:00,2.8,5.0,230,10000000,4.9
849,2019-06-15 03:10:00,3.0,5.0,185,10000000,4.8
31,2019-06-15 09:50:00,3.4,5.0,312,10000000,4.7
762,2019-06-15 08:40:00,2.8,5.0,249,10000000,4.8
32,2019-06-15 06:30:00,3.0,5.0,215,10000000,4.8
32,2019-06-15 04:30:00,2.7,5.0,209,10000000,4.8
58,2019-06-15 17:50:00,2.7,5.0,254,10000000,4.8
521,2019-06-15 13:10:00,2.8,5.0,204,10000000,4.8
521,2019-06-15 11:20:00,3.3,4.9,207,10000000,4.6
76,2019-06-15 12:20:00,3.6,4.9,101,10000000,4.8
205,2019-06-15 04:40:00,2.2,4.9,261,10000000,4.7
13,2019-06-15 07:00:00,3.1,4.9,190,10000000,4.6
308,2019-06-15 12:40:00,2.7,4.9,57,10000000,4.8
762,2019-06-15 10:30:00,1.4,4.9,319,10000000,4.8
38,2019-06-15 14:10:00,2.2,4.9,28,10000000,4.5
308,2019-06-15 15:00:00,3.2,4.9,16,10000000,4.6
268,2019-06-15 17:40:00,3.0,4.9,175,10000000,4.8
748,2019-06-15 09:10:00,2.5,4.9,40,10000000,4.8
308,2019-06-15 03:40:00,3.6,4.9,198,10000000,4.8
308,2019-06-15 04:20:00,2.8,4.9,175,10000000,4.7
849,2019-06-15 10:30:00,3.0,4.9,131,10000000,4.8
849,2019-06-15 09:50:00,2.8,4.9,125,10000000,4.7
849,2019-06-15 10:20:00,3.5,4.9,124,10000000,4.8
31,2019-06-15 10:00:00,3.2,4.9,304,10000000,4.6
37,2019-06-15 04:00:00,3.2,4.9,17,10000000,4.8
77,2019-06-15 06:30:00,2.2,4.9,254,10000000,4.8
331,2019-06-15 18:10:00,3.1,4.9,275,10000000,4.8
58,2019-06-15 01:40:00,3.3,4.9,227,10000000,4.7
308,2019-06-15 07:40:00,3.6,4.9,193,10000000,4.7
37,2019-06-15 01:10:00,2.4,4.9,15,10000000,4.8
77,2019-06-15 09:00:00,2.0,4.9,250,10000000,4.8
308,2019-06-15 03:00:00,3.3,4.8,180,10000000,4.6
309,2019-06-15 10:50:00,2.7,4.8,331,10000000,4.7
331,2019-06-15 13:50:00,2.1,4.8,76,10000000,4.7
308,2019-06-15 00:10:00,2.8,4.8,184,10000000,4.5
38,2019-06-15 13:50:00,2.6,4.8,42,10000000,4.5
308,2019-06-15 10:50:00,2.6,4.8,46,10000000,4.7
37,2019-06-15 08:30:00,3.2,4.8,350,10000000,4.7
309,2019-06-15 01:50:00,3.1,4.8,229,10000000,4.8
61,2019-06-15 04:20:00,1.7,4.8,306,10000000,4.6
762,2019-06-15 10:00:00,2.6,4.8,295,10000000,4.7
762,2019-06-15 12:40:00,2.2,4.8,50,10000000,4.3
32,2019-06-15 05:40:00,3.4,4.8,206,10000000,4.6
31,2019-06-15 08:40:00,3.0,4.8,287,10000000,4.3
748,2019-06-15 17:50:00,1.6,4.8,246,10000000,4.5
308,2019-06-15 07:10:00,3.4,4.8,176,10000000,4.6
58,2019-06-15 17:40:00,3.1,4.8,238,10000000,4.7
58,2019-06-15 12:20:00,3.1,4.8,39,10000000,4.7
58,2019-06-15 11:40:00,2.9,4.8,82,10000000,4.7
849,2019-06-15 10:50:00,3.2,4.8,121,10000000,4.6
849,2019-06-15 12:20:00,2.4,4.8,113,10000000,4.6
32,2019-06-15 04:00:00,3.2,4.8,186,10000000,4.6
76,2019-06-15 12:30:00,3.2,4.8,97,10000000,4.7
76,2019-06-15 13:00:00,2.9,4.8,107,10000000,4.7
77,2019-06-15 22:20:00,2.2,4.8,39,10000000,4.7
309,2019-06-15 06:40:00,2.6,4.8,240,10000000,4.6
32,2019-06-15 15:00:00,3.2,4.8,26,10000000,4.7
77,2019-06-15 03:50:00,2.2,4.8,207,10000000,4.7
521,2019-06-15 13:20:00,2.6,4.8,221,10000000,4.6
331,2019-06-15 18:20:00,2.6,4.8,284,10000000,4.7
32,2019-06-15 16:20:00,2.4,4.8,234,10000000,4.7
77,2019-06-15 14:10:00,2.3,4.8,26,10000000,4.6
77,2019-06-15 05:20:00,1.4,4.8,352,10000000,4.5
77,2019-06-15 10:00:00,2.1,4.8,184,10000000,4.6
77,2019-06-15 14:20:00,2.2,4.8,22,10000000,4.7
32,2019-06-15 18:00:00,2.7,4.8,186,10000000,4.7
308,2019-06-15 07:50:00,3.3,4.8,197,10000000,4.6
76,2019-06-15 01:40:00,2.9,4.8,207,10000000,4.8
268,2019-06-15 06:20:00,4.0,4.8,305,10000000,4.7
32,2019-06-15 14:20:00,2.7,4.8,34,10000000,4.7
521,2019-06-15 12:30:00,3.1,4.8,215,10000000,4.7
76,2019-06-15 14:10:00,3.8,4.8,72,10000000,4.8
850,2019-06-15 04:20:00,3.1,4.8,220,10000000,4.7
32,2019-06-15 10:10:00,2.4,4.8,313,10000000,4.8
850,2019-06-15 04:00:00,3.2,4.8,234,10000000,4.7
762,2019-06-15 18:00:00,2.3,4.8,146,10000000,4.5
31,2019-06-15 12:50:00,3.1,4.7,322,10000000,4.6
205,2019-06-15 05:50:00,3.3,4.7,261,10000000,4.6
37,2019-06-15 06:00:00,2.8,4.7,353,10000000,4.4
38,2019-06-15 23:20:00,3.7,4.7,244,10000000,4.5
850,2019-06-15 10:30:00,2.6,4.7,354,10000000,4.5
13,2019-06-15 07:30:00,2.9,4.7,186,10000000,4.6
61,2019-06-15 17:30:00,2.3,4.7,26,10000000,4.5
32,2019-06-15 15:10:00,3.1,4.7,21,10000000,4.6
748,2019-06-15 05:20:00,2.3,4.7,263,10000000,4.5
31,2019-06-15 11:30:00,3.4,4.7,334,10000000,4.6
850,2019-06-15 09:20:00,2.6,4.7,274,10000000,4.5
308,2019-06-15 13:10:00,1.7,4.7,78,10000000,4.4
308,2019-06-15 18:10:00,3.0,4.7,223,10000000,4.5
205,2019-06-15 05:20:00,2.6,4.7,272,10000000,4.5
77,2019-06-15 08:00:00,2.7,4.7,225,10000000,4.6
205,2019-06-15 09:50:00,3.1,4.7,249,10000000,4.5
32,2019-06-15 14:00:00,2.1,4.7,20,10000000,4.5
205,2019-06-15 10:30:00,3.0,4.7,244,10000000,4.4
32,2019-06-15 14:30:00,3.1,4.7,28,10000000,4.6
268,2019-06-15 00:40:00,2.5,4.7,357,10000000,4.6
77,2019-06-15 16:20:00,2.3,4.7,147,10000000,4.6
32,2019-06-15 18:40:00,2.9,4.7,219,10000000,4.5
38,2019-06-15 09:30:00,2.8,4.7,264,10000000,4.4
58,2019-06-15 06:40:00,1.7,4.7,156,10000000,4.4
77,2019-06-15 09:20:00,1.3,4.7,320,10000000,4.4
38,2019-06-15 09:20:00,2.4,4.7,271,10000000,4.3
37,2019-06-15 16:20:00,2.5,4.7,337,10000000,4.5
32,2019-06-15 08:00:00,3.1,4.7,193,10000000,4.7
205,2019-06-15 08:10:00,2.6,4.7,276,10000000,4.4
308,2019-06-15 23:10:00,3.3,4.7,173,10000000,4.4
61,2019-06-15 18:30:00,2.5,4.7,283,10000000,4.3
31,2019-06-15 10:10:00,3.1,4.7,304,10000000,4.5
31,2019-06-15 10:20:00,3.1,4.7,295,10000000,4.5
31,2019-06-15 09:30:00,3.4,4.7,307,10000000,4.6
309,2019-06-15 02:00:00,2.6,4.7,223,10000000,4.3
331,2019-06-15 02:50:00,2.6,4.7,258,10000000,4.7
58,2019-06-15 18:10:00,3.0,4.6,285,10000000,4.4
521,2019-06-15 10:30:00,2.4,4.6,33,10000000,4.4
76,2019-06-15 03:40:00,2.6,4.6,267,10000000,4.5
850,2019-06-15 12:40:00,3.3,4.6,323,10000000,4.5
309,2019-06-15 10:30:00,2.6,4.6,320,10000000,4.4
205,2019-06-15 10:40:00,3.0,4.6,254,10000000,4.5
32,2019-06-15 06:20:00,3.1,4.6,220,10000000,4.5
32,2019-06-15 03:40:00,2.6,4.6,202,10000000,4.5
268,2019-06-15 06:10:00,3.9,4.6,301,10000000,4.5
76,2019-06-15 03:30:00,2.6,4.6,242,10000000,4.4
205,2019-06-15 10:10:00,2.6,4.6,246,10000000,4.6
521,2019-06-15 02:30:00,1.9,4.6,289,10000000,4.3
331,2019-06-15 17:10:00,2.8,4.6,275,10000000,4.5
32,2019-06-15 14:10:00,2.6,4.6,26,10000000,4.4
521,2019-06-15 00:10:00,1.6,4.6,217,10000000,4.4
309,2019-06-15 12:50:00,2.7,4.6,24,10000000,4.4
61,2019-06-15 04:00:00,2.0,4.6,316,10000000,4.4
13,2019-06-15 12:30:00,2.5,4.6,202,10000000,4.5
58,2019-06-15 10:20:00,2.5,4.6,139,10000000,4.3
331,2019-06-15 17:50:00,2.8,4.6,249,10000000,4.5
268,2019-06-15 17:30:00,2.2,4.6,96,10000000,4.5
205,2019-06-15 03:30:00,2.1,4.6,336,10000000,4.3
32,2019-06-15 20:20:00,2.8,4.6,198,10000000,4.5
76,2019-06-15 14:00:00,3.0,4.6,72,10000000,4.4
308,2019-06-15 23:00:00,3.3,4.6,189,10000000,4.4
31,2019-06-15 11:20:00,2.8,4.6,319,10000000,4.5
309,2019-06-15 08:50:00,2.5,4.6,190,10000000,4.4
61,2019-06-15 03:20:00,2.7,4.6,342,10000000,4.5
850,2019-06-15 03:20:00,3.0,4.6,169,10000000,4.5
762,2019-06-15 08:20:00,2.9,4.6,234,10000000,4.5
308,2019-06-15 06:30:00,3.6,4.6,196,10000000,4.5
32,2019-06-15 11:20:00,2.9,4.6,345,10000000,4.5
32,2019-06-15 15:50:00,2.7,4.6,343,10000000,4.6
308,2019-06-15 06:00:00,3.3,4.6,191,10000000,4.6
521,2019-06-15 11:40:00,3.1,4.5,208,10000000,4.3
521,2019-06-15 13:00:00,2.5,4.5,231,10000000,4.2
521,2019-06-15 09:20:00,2.5,4.5,23,10000000,4.3
205,2019-06-15 19:10:00,3.1,4.5,279,10000000,4.3
521,2019-06-15 03:00:00,2.5,4.5,1,10000000,4.3
850,2019-06-15 12:10:00,2.5,4.5,333,10000000,4.4
762,2019-06-15 01:30:00,2.6,4.5,262,10000000,4.3
32,2019-06-15 05:50:00,2.8,4.5,205,10000000,4.4
849,2019-06-15 14:20:00,2.2,4.5,22,10000000,4.3
32,2019-06-15 06:00:00,2.7,4.5,222,10000000,4.5
32,2019-06-15 06:10:00,2.9,4.5,228,10000000,4.4
849,2019-06-15 12:30:00,2.3,4.5,110,10000000,4.4
850,2019-06-15 10:20:00,2.4,4.5,359,10000000,4.4
38,2019-06-15 23:10:00,3.2,4.5,244,10000000,4.3
32,2019-06-15 10:00:00,2.4,4.5,311,10000000,4.3
762,2019-06-15 07:10:00,3.1,4.5,236,10000000,4.4
31,2019-06-15 11:00:00,3.4,4.5,326,10000000,4.4
849,2019-06-15 08:30:00,3.1,4.5,242,10000000,4.4
309,2019-06-15 11:40:00,2.4,4.5,22,10000000,4.4
309,2019-06-15 02:30:00,2.3,4.5,232,10000000,4.3
31,2019-06-15 12:40:00,3.2,4.5,329,10000000,4.4
748,2019-06-15 07:20:00,2.7,4.5,265,10000000,4.3
308,2019-06-15 14:30:00,3.1,4.5,21,10000000,4.2
331,2019-06-15 06:40:00,2.8,4.5,229,10000000,4.4
331,2019-06-15 03:10:00,3.2,4.5,249,10000000,4.3
38,2019-06-15 22:40:00,3.1,4.5,244,10000000,4.4
748,2019-06-15 04:10:00,1.5,4.5,23,10000000,4.2
32,2019-06-15 13:10:00,2.9,4.5,336,10000000,4.4
38,2019-06-15 23:40:00,2.9,4.5,252,10000000,4.3
77,2019-06-15 20:50:00,2.2,4.5,50,10000000,4.4
32,2019-06-15 20:30:00,3.2,4.5,192,10000000,4.4
77,2019-06-15 04:20:00,2.3,4.5,223,10000000,4.4
308,2019-06-15 12:30:00,2.2,4.5,55,10000000,4.2
58,2019-06-15 07:40:00,1.9,4.5,281,10000000,4.4
521,2019-06-15 11:50:00,3.1,4.5,212,10000000,4.1
58,2019-06-15 09:50:00,2.6,4.5,80,10000000,4.3
205,2019-06-15 08:30:00,2.6,4.5,253,10000000,4.4
268,2019-06-15 09:20:00,3.6,4.5,301,10000000,4.5
13,2019-06-15 07:40:00,2.5,4.4,169,10000000,4.3
521,2019-06-15 02:10:00,1.8,4.4,283,10000000,4.3
521,2019-06-15 11:30:00,3.0,4.4,216,10000000,4.2
58,2019-06-15 18:20:00,1.9,4.4,321,10000000,4.1
58,2019-06-15 07:00:00,1.7,4.4,181,10000000,4.1
58,2019-06-15 01:20:00,2.8,4.4,172,10000000,4.3
38,2019-06-15 09:40:00,2.1,4.4,263,10000000,4.1
37,2019-06-15 06:50:00,2.7,4.4,337,10000000,4.3
31,2019-06-15 11:50:00,2.8,4.4,357,10000000,4.2
762,2019-06-15 13:20:00,3.1,4.4,50,10000000,4.2
37,2019-06-15 12:40:00,2.8,4.4,314,10000000,4.2
762,2019-06-15 10:50:00,2.1,4.4,328,10000000,3.9
850,2019-06-15 12:50:00,2.9,4.4,329,10000000,4.3
32,2019-06-15 04:10:00,3.1,4.4,207,10000000,4.3
762,2019-06-15 05:30:00,3.0,4.4,217,10000000,4.3
762,2019-06-15 08:10:00,3.1,4.4,224,10000000,4.2
32,2019-06-15 10:30:00,2.7,4.4,15,10000000,4.3
32,2019-06-15 09:50:00,2.1,4.4,337,10000000,4.3
762,2019-06-15 06:50:00,3.0,4.4,197,10000000,4.3
849,2019-06-15 08:40:00,2.8,4.4,208,10000000,4.3
308,2019-06-15 22:50:00,3.4,4.4,207,10000000,4.2
32,2019-06-15 12:30:00,2.7,4.4,57,10000000,4.3
32,2019-06-15 13:30:00,2.6,4.4,340,10000000,4.3
32,2019-06-15 22:00:00,3.0,4.4,205,10000000,4.3
331,2019-06-15 06:00:00,3.0,4.4,255,10000000,4.2
331,2019-06-15 04:00:00,3.0,4.4,253,10000000,4.3
268,2019-06-15 17:50:00,2.0,4.4,150,10000000,4.3
309,2019-06-15 02:20:00,1.9,4.4,263,10000000,4.2
308,2019-06-15 10:00:00,2.3,4.4,26,10000000,4.2
61,2019-06-15 17:20:00,2.4,4.4,352,10000000,4.1
309,2019-06-15 10:20:00,1.9,4.4,337,10000000,4.3
308,2019-06-15 10:20:00,2.1,4.4,51,10000000,4.3
309,2019-06-15 08:40:00,2.8,4.4,192,10000000,4.2
309,2019-06-15 11:20:00,2.4,4.4,301,10000000,4.3
309,2019-06-15 11:10:00,2.0,4.4,337,10000000,4.2
205,2019-06-15 13:30:00,2.7,4.4,254,10000000,4.2
205,2019-06-15 13:20:00,2.7,4.4,241,10000000,4.1
58,2019-06-15 11:10:00,2.2,4.4,73,10000000,4.0
13,2019-06-15 10:00:00,2.6,4.3,204,10000000,4.2
58,2019-06-15 11:20:00,2.0,4.3,82,10000000,4.1
331,2019-06-15 09:20:00,3.0,4.3,130,10000000,4.2
32,2019-06-15 21:20:00,3.0,4.3,186,10000000,4.3
205,2019-06-15 09:10:00,2.0,4.3,177,10000000,3.9
521,2019-06-15 03:10:00,1.6,4.3,265,10000000,4.1
58,2019-06-15 00:40:00,2.8,4.3,166,10000000,4.2
76,2019-06-15 17:00:00,2.8,4.3,10,10000000,4.2
32,2019-06-15 12:10:00,2.8,4.3,41,10000000,4.2
762,2019-06-15 05:40:00,3.0,4.3,224,10000000,4.3
76,2019-06-15 12:10:00,2.5,4.3,122,10000000,4.2
76,2019-06-15 12:40:00,3.1,4.3,93,10000000,4.3
32,2019-06-15 12:40:00,2.6,4.3,80,10000000,4.3
205,2019-06-15 10:50:00,2.4,4.3,211,10000000,4.1
308,2019-06-15 22:40:00,2.5,4.3,222,10000000,4.2
762,2019-06-15 19:00:00,2.5,4.3,242,10000000,4.2
849,2019-06-15 12:40:00,2.0,4.3,93,10000000,4.2
521,2019-06-15 17:20:00,2.2,4.3,199,10000000,4.0
762,2019-06-15 12:30:00,2.5,4.3,37,10000000,4.1
850,2019-06-15 01:40:00,2.2,4.3,247,10000000,4.1
309,2019-06-15 02:10:00,2.8,4.3,242,10000000,4.1
849,2019-06-15 09:10:00,2.2,4.3,257,10000000,4.2
762,2019-06-15 08:00:00,2.5,4.3,228,10000000,4.2
77,2019-06-15 14:00:00,2.2,4.3,25,10000000,4.0
308,2019-06-15 06:50:00,3.0,4.3,180,10000000,4.1
308,2019-06-15 07:30:00,3.0,4.3,184,10000000,4.2
748,2019-06-15 04:50:00,2.4,4.3,236,10000000,4.0
38,2019-06-15 14:20:00,2.5,4.3,22,10000000,3.8
61,2019-06-15 14:30:00,1.3,4.3,27,10000000,4.0
309,2019-06-15 09:50:00,2.4,4.3,248,10000000,4.1
762,2019-06-15 17:40:00,1.6,4.3,211,10000000,4.2
77,2019-06-15 10:30:00,1.7,4.3,261,10000000,4.2
77,2019-06-15 06:20:00,2.1,4.3,250,10000000,4.1
77,2019-06-15 05:40:00,1.5,4.3,281,10000000,4.0
37,2019-06-15 13:00:00,2.7,4.3,328,10000000,4.2
762,2019-06-15 08:30:00,2.5,4.2,232,10000000,3.8
762,2019-06-15 11:00:00,2.2,4.2,355,10000000,4.0
762,2019-06-15 11:20:00,2.3,4.2,328,10000000,4.1
61,2019-06-15 14:50:00,1.8,4.2,7,10000000,4.0
308,2019-06-15 05:50:00,3.0,4.2,203,10000000,4.1
37,2019-06-15 17:20:00,2.7,4.2,294,10000000,4.1
309,2019-06-15 09:20:00,2.2,4.2,214,10000000,4.0
32,2019-06-15 02:50:00,2.9,4.2,241,10000000,4.1
849,2019-06-15 11:50:00,1.8,4.2,118,10000000,4.1
308,2019-06-15 04:00:00,2.2,4.2,213,10000000,4.1
748,2019-06-15 05:40:00,2.5,4.2,63,10000000,4.0
308,2019-06-15 07:00:00,3.3,4.2,181,10000000,4.1
32,2019-06-15 15:40:00,2.5,4.2,359,10000000,4.1
268,2019-06-15 10:20:00,3.4,4.2,287,10000000,4.2
38,2019-06-15 08:40:00,2.6,4.2,263,10000000,4.1
308,2019-06-15 23:20:00,3.1,4.2,167,10000000,4.1
762,2019-06-15 01:20:00,2.5,4.2,268,10000000,4.1
32,2019-06-15 18:50:00,2.9,4.2,210,10000000,4.2
331,2019-06-15 06:50:00,2.8,4.2,233,10000000,4.1
521,2019-06-15 09:40:00,2.6,4.2,16,10000000,4.1
31,2019-06-15 07:10:00,2.8,4.2,112,10000000,4.0
77,2019-06-15 03:00:00,2.4,4.2,235,10000000,4.0
850,2019-06-15 11:20:00,2.2,4.2,352,10000000,4.0
308,2019-06-15 10:10:00,2.5,4.2,26,10000000,4.1
205,2019-06-15 02:20:00,2.4,4.2,302,10000000,3.9
58,2019-06-15 08:00:00,2.2,4.2,165,10000000,3.9
205,2019-06-15 13:10:00,2.3,4.2,255,10000000,4.1
205,2019-06-15 13:40:00,2.8,4.2,248,10000000,4.0
61,2019-06-15 18:40:00,2.2,4.2,287,10000000,4.0
13,2019-06-15 16:40:00,1.8,4.2,229,10000000,4.1
850,2019-06-15 12:20:00,2.2,4.2,309,10000000,4.1
61,2019-06-15 03:50:00,2.2,4.2,322,10000000,4.0
205,2019-06-15 12:20:00,2.2,4.1,253,10000000,3.9
13,2019-06-15 14:00:00,1.8,4.1,228,10000000,3.9
205,2019-06-15 11:50:00,2.3,4.1,248,10000000,3.9
308,2019-06-15 13:00:00,2.5,4.1,92,10000000,4.0
850,2019-06-15 05:50:00,2.3,4.1,209,10000000,4.1
309,2019-06-15 12:10:00,2.2,4.1,1,10000000,4.0
77,2019-06-15 03:10:00,1.7,4.1,287,10000000,3.9
77,2019-06-15 08:50:00,2.2,4.1,245,10000000,4.0
308,2019-06-15 10:40:00,2.1,4.1,62,10000000,3.9
32,2019-06-15 04:50:00,2.3,4.1,221,10000000,4.1
309,2019-06-15 09:30:00,2.6,4.1,237,10000000,4.0
849,2019-06-15 11:00:00,3.0,4.1,120,10000000,4.0
77,2019-06-15 05:50:00,1.6,4.1,266,10000000,4.0
77,2019-06-15 12:20:00,2.4,4.1,39,10000000,3.8
32,2019-06-15 23:20:00,3.0,4.1,198,10000000,4.0
32,2019-06-15 21:30:00,2.8,4.1,187,10000000,4.0
521,2019-06-15 07:00:00,2.4,4.1,208,10000000,4.0
76,2019-06-15 12:50:00,2.7,4.1,79,10000000,4.1
268,2019-06-15 10:30:00,3.5,4.1,286,10000000,4.0
268,2019-06-15 09:10:00,3.0,4.1,303,10000000,4.1
268,2019-06-15 09:30:00,3.1,4.1,305,10000000,3.9
521,2019-06-15 10:40:00,1.8,4.1,58,10000000,3.9
32,2019-06-15 13:40:00,2.1,4.1,58,10000000,4.0
205,2019-06-15 10:00:00,2.4,4.1,244,10000000,3.9
32,2019-06-15 12:50:00,2.6,4.1,64,10000000,4.0
331,2019-06-15 09:30:00,2.9,4.1,124,10000000,4.0
58,2019-06-15 09:20:00,2.6,4.1,78,10000000,3.8
521,2019-06-15 03:40:00,2.8,4.1,38,10000000,3.9
331,2019-06-15 08:00:00,2.7,4.1,166,10000000,3.9
521,2019-06-15 07:10:00,3.0,4.1,204,10000000,3.9
521,2019-06-15 08:00:00,2.5,4.1,221,10000000,3.8
521,2019-06-15 22:50:00,2.6,4.1,24,10000000,3.9
762,2019-06-15 12:10:00,1.6,4.1,325,10000000,4.0
309,2019-06-15 03:40:00,2.4,4.1,262,10000000,4.0
32,2019-06-15 08:20:00,2.2,4.1,210,10000000,4.0
32,2019-06-15 07:50:00,2.2,4.1,195,10000000,4.0
31,2019-06-15 10:30:00,2.6,4.1,299,10000000,4.0
77,2019-06-15 18:00:00,2.1,4.1,18,10000000,4.0
308,2019-06-15 07:20:00,2.9,4.1,180,10000000,4.0
762,2019-06-15 09:40:00,2.5,4.1,287,10000000,3.9
849,2019-06-15 09:00:00,2.1,4.1,262,10000000,4.1
37,2019-06-15 12:50:00,2.6,4.1,319,10000000,4.0
521,2019-06-15 00:50:00,1.3,4.0,197,10000000,3.6
308,2019-06-15 18:40:00,2.5,4.0,232,10000000,3.7
76,2019-06-15 10:00:00,2.7,4.0,152,10000000,3.9
521,2019-06-15 07:20:00,2.8,4.0,189,10000000,3.8
58,2019-06-15 10:30:00,1.9,4.0,109,10000000,3.8
850,2019-06-15 06:40:00,2.6,4.0,158,10000000,3.9
61,2019-06-15 04:10:00,2.2,4.0,319,10000000,3.8
61,2019-06-15 14:20:00,1.2,4.0,234,10000000,3.8
309,2019-06-15 10:00:00,2.0,4.0,285,10000000,3.6
77,2019-06-15 10:10:00,1.2,4.0,147,10000000,3.8
521,2019-06-15 09:30:00,2.0,4.0,33,10000000,3.9
32,2019-06-15 18:10:00,2.2,4.0,185,10000000,3.9
32,2019-06-15 20:10:00,2.3,4.0,204,10000000,3.9
308,2019-06-15 23:40:00,2.4,4.0,151,10000000,3.9
268,2019-06-15 06:30:00,3.6,4.0,303,10000000,4.0
268,2019-06-15 19:20:00,3.1,4.0,309,10000000,3.9
331,2019-06-15 05:00:00,2.5,4.0,237,10000000,4.0
32,2019-06-15 10:20:00,2.3,4.0,327,10000000,3.9
77,2019-06-15 13:50:00,1.6,4.0,43,10000000,3.9
309,2019-06-15 08:30:00,2.3,4.0,193,10000000,3.9
849,2019-06-15 08:20:00,2.5,4.0,258,10000000,3.9
308,2019-06-15 06:40:00,2.9,4.0,192,10000000,3.9
268,2019-06-15 19:30:00,2.4,4.0,285,10000000,4.0
32,2019-06-15 06:50:00,1.9,4.0,216,10000000,4.0
762,2019-06-15 11:30:00,2.2,4.0,332,10000000,3.9
31,2019-06-15 12:30:00,2.8,4.0,329,10000000,4.0
205,2019-06-15 12:30:00,2.0,4.0,186,10000000,3.8
61,2019-06-15 03:40:00,2.2,4.0,360,10000000,3.8
205,2019-06-15 12:10:00,2.3,4.0,250,10000000,3.5
